Reference ID,Hymn Number,Title (Myanmar),Title (English),Composer,Category,Scriptures,PDF,PPTX,Verse Count,Lyrics
179,167,"မြဲတည်ကျောက်ကျူး","Rock of Ages, Cleft for me","Thomas Hastings (1784-1872)","ခရစ်တော်လက်ခံခြင်း","ဟေရှာ ၂၆း၄","files/hymn-179.pdf","files/hymn-179.pptx",3,"[Verse 1]
မြဲတည်ကျောက် ကျွန်ုပ်ဖို့ကွဲ၊ ခိုပါစေ၊ ကိုယ်တော်အထဲ
နံတော်ထဲက စီးရေသွေး၊ ပြစ်အနာကို ငြိမ်းစေရေ၊
ပြစ်ဖြေရှင်း နှလုံးဆေးကြော၊ ကုန်စင်ကယ်တင်ပါစေသော။

[Verse 2]
မျက်ရည်များ အစဉ်ယိုစေ၊ စိတ်အားကြီး မလျော့မရွေ့၊
ဤမျှပင် အပြစ်မလွတ်၊ ကိုယ်တော်သာ သနားကယ်ချွတ်၊
လက်တော်၌ အဖိုးမပါ၊ တိုင်တော်ရင်းသာ ချဉ်းကပ်ပါ။

[Verse 3]
ထွက်သက်ဝင်သက် ရှူစဉ်တွင် မျက်စိသေလျက် စုတေ့လျှင်၊
မြင့်ရွှေဘုံသို့ ပြန်တက်ကြွ၊ ဖြူပလ္လင်တော်သာ သနားကယ်ချွတ်၊
မြဲတည်ကျောက် ကျွန်ုပ်ဖို့ကွဲ၊ ခိုပါစေ၊ ကိုယ်တော်အထဲ။"
180,168,"ယေရှုကြောင့်မရှက်ကြောက်ကျူး","I’m not ashamed to own my Lord","Thomas A. Ame (1710-1895)","ခရစ်တော်လက်ခံခြင်း","၂ တိ၊ ၁း၂","files/hymn-180.pdf","files/hymn-180.pptx",4,"[Verse 1]
သခင်ယေရှုနာမတော်ကြောင့်၊ ငါသည် အလျင်းမရှက်၊
လက်ဝါးကပ်တိုင် တရားအကြောင်း ငါဝါကြွားရာ သက်သက်။

[Verse 2]
ယေရှုအသွေးတော် ရွေးဖိုးသည်၊ ငါ၏ အမှီပြုရာ၊
ငါ့ဝိညာဉ်မျှော်လင့်ခြင်းကိုလည်း၊ ကိုယ်တော်မပျက်စေပါ။

[Verse 3]
ပလ္လင်တော်သည် ခိုင်ခံ့သည်နည်း၊ ကတိတော်များ တည်လေ၊
ငါအပ်နှံရာ လက်တော်တွင်လည်း၊ အစဉ်လုံခြုံစွာနေ။

[Verse 4]
နောက်ဆုံးနေ့ကား၊ ခမည်းတော်ရှေ့၊ ငါ၏နာမ ဧကန်၊
မရှက်၊ စံတော်မြို့ထဲတွင်ပေ၊ နေရာပေးတော်မူအံ့။ (အာမင်)"
182,170,"ကျွန်ုပ်သည် မိတ်ဆွေတွေ့ပြီကျူး","I’ve found a friend","George C. Stebbins","ခရစ်တော်လက်ခံခြင်း","သု၊ ၁၈း၂၄","files/hymn-182.pdf","files/hymn-182.pptx",4,"[Verse 1]
ကျွန်ုပ်တွေ့ပြီ မိတ်ဆွေတွေ့ပြီ၊ မသိမီ ချစ်တော်မူ၏၊
မေတ္တာတော်ကြိုးနှင့် သွေးဆောင်သည်၊ ထိုကြိုးဖြင့် ချည်နှောင်ဆောင်၏၊
ကျွန်ုပ်၏ နှလုံးကို ပတ်စည်း၊ ဘယ်သူမှ မဖြည်နိုင်ပြီ၊
ကိုယ်တော်အကျွန်ုပ်အား ပိုင်သ၊ အစဉ်မပြတ် ထာဝရ။

[Verse 2]
ကျွန်ုပ်တွေ့ပြီ မိတ်ဆွေတွေ့ပြီ၊ ကယ်ရန်သေခံ သွေးသွန်း၏၊
အသက်ရေကို ပေးသည်အပြင်၊ ကိုယ်တော်တိုင်ကို ပေးမူလျှင်၊
ကျွန်ုပ်ပိုင်ရာ ဘာမျှမရှိ၊ ကိုယ်တော်နှင့်သာ ဆိုင်သတည်း၊
နှလုံးခွန်အား အသက်ဉစ္စာ၊ ကိုယ်တော်စဉ်လျှင် ပိုင်မူပါ။

[Verse 3]
ကျွန်ုပ်တွေ့ပြီ မိတ်ဆွေတွေ့ပြီ၊ ဘုန်းတန်ခိုးလုံးစုံရှိသည်၊
ကောင်းကင်လမ်းကို လျှောက်သွားစဉ်ခါ၊ အိမ်တော်သို့ ပို့မည်မှန်ပါ၊
ထာဝရ ဘုန်းတော်ရပ်ဝေးမှ အားပေးလျက် ထွန်းတောက်နေပါ၊
ယခုစောင့်လျက် လုပ်ဆောင်၊ တိုက်နေ၊ နောက်နောင် ငြိမ်သက်စံရချေ။

[Verse 4]
ကျွန်ုပ်တွေ့ပြီ မိတ်ဆွေတွေ့ပြီ၊ ကြင်နာချစ်ခင် သိမ်မွေ့သည်၊
အကြံပေးလမ်းပြရန် စွမ်းပေ၊ ကွယ်ကာရန် တန်ခိုးကြီးလေ၊
ထိုမျှချစ်သော အရှင်ထံမှ၊ ခွဲနိုင်တန်ခိုးမရှိပါ၊
အသက်သေခြင်း ငရဲ လောကဘယ်ရာမျှ မခွဲနိုင်ကြ။"
183,171,"သာ၍နီးအံ့ငှာ ဆွဲတော်မူပါကျူး","Draw me nearer","William H. Doane (1823-1915)","ခရစ်တော်လက်ခံခြင်း","ဟေ၊ ၁ဝး၂၂","files/hymn-183.pdf","files/hymn-183.pptx",5,"[Verse 1]
ခေါ်တော်မူသံကို ကျွန်ုပ်ကြားရပြီ၊ ကိုယ်တော်ချစ်ကြောင်းကို သိသည်၊
ယုံကြည်ခြင်းဖြင့် ကိုယ်တော်မြတ်ထံ ပြန်တက်၊ ခြေတော်ရင်းမှာ နေလိုသည်။

[Chorus]
ကိုယ်တော်သေခံ ကားတိုင်တော်နားသို့ ကျွန်ုပ် သာ၍ နီးစေပါ၊
သာ၍ နီးစေ၊ နီးစေ၊ နီးစေတော်မူလို၊ နီးစေပါ၊ ကိုယ်တော်အပါး။

[Verse 2]
ကိုယ်တော်မှုဆောင်ရန် ခွဲခန့်မှတ်သားပါ၊ ထူးဆန်းမေတ္တာ တန်ခိုးဖြင့်၊
ကျွန်ုပ်၏ ဝိညာဉ်မျှော်လင့်မြဲမြံစေ၊ လိုရာ ကိုယ်တော်၌ ရှာချင်။

[Verse 3]
ကိုယ်တော်မြတ်ရှေ့တွင် ဆုတောင်းရခြင်းခွင့်၊ ပလ္လင်တော်နားချဉ်းကပ်ရာ၊
မိတ်ဆွေချင်းကဲ့သို့ တောင်းပန်ပြောဆိုခြင်း၊ ထူးလျှင် ကျွန်ုပ်နှစ်သက်လှ။

[Verse 4]
နက်နဲလှချစ်ခြင်း ကျွန်ုပ်သိနိုင်မည်၊ သေခြင်းမြစ်ကို ကူးပြီးမှ၊
မြင့်လှသော ဝမ်းမြောက်ခြင်း ကျွန်ုပ်မီမည်၊ ချမ်းသာ ဘုံဝင်စားသောခါ။"
184,172,"ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါကျူး","Come Great Deliverer, Come!","William H. Doane (1823-1915)","ခရစ်တော်လက်ခံခြင်း","N/A","files/hymn-184.pdf","files/hymn-184.pptx",5,"[Verse 1]
ကျွန်ုပ်ခေါ်သံ နားညောင်းလျက် သနားပါ၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ၊
ကျွန်ုပ်စိတ်သည် ကိုယ်တော်ကို တောင့်တလှ၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ။

[Chorus]
တောင်ပေါ်တောင်ကြားကျော်လျက် အိမ်မှဝေးစွာ၊
အကျွန်ုပ်သည် လမ်းလွဲလျက်လာပါ၊
သိုးခြံတွင်းသို့ ယူဆောင်ပို့ပြန်စိမ့်ငှါ၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ။

[Verse 2]
ညချိန်တည်းခိုရန် ကွယ်ကာရပ်မရှိ၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ၊
ကြည့်တော်မူလျှင် ကျွန်ုပ်အသက်ရှင်မည်၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ။

[Verse 3]
လမ်းသည် တိတ်ဆိတ်ကျွန်ုပ်လည်း မောပန်း၏၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ၊
ကိုယ်တော်မြတ်ပြုံးခြင်းကို ကျွန်ုပ် မျှော်ကြည့်၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ။

[Verse 4]
ကျိုးပဲ့ကြေမွနောင်တ စိတ်ကို မပယ်၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ၊
ကျွန်ုပ်၏ ပဌနာ နားညောင်း၊ ကယ်ချွတ်ရှင်ကြီး ဆင်းသက်ပါ။"
185,173,"ခရစ်တော်ကို ချဉ်းကပ် သီချင်းကျူး","Just as I am, without one plea","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၁း၂၉","files/hymn-185.pdf","files/hymn-185.pptx",6,"[Verse 1]
ရှိသည်အတိုင်း ကုသိုလ်မရှိ၊ ပြစ်မှားသူတို့ သွေးတော်သွန်းပြီ၊
ကျွန်ုပ်ကိုလည်း ခေါ်တော်မူ၏၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။

[Verse 2]
ရှိသည်အတိုင်း မနှေးမဆိုင်း၊ ကိုယ်ပြစ်စွန်းကွက် မဆေးကြောနိုင်၊
အသွေးတော်သာ တတ်စွမ်းစပ်ဆိုင်၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။

[Verse 3]
ရှိသည်အတိုင်း ရန်သူဝိုင်းလျက်၊ အတွင်းကြောက်ရွံ့အပြင် နှောင့်ယှက်၊
ဆိုင်ပြိုင်အားကြီးမတိုးမတက်၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။

[Verse 4]
ရှိသည်အတိုင်း မိုက်မဲနွမ်းပါး၊ မြဲစိတ်ချမ်းသာ အလင်းပညာ၊
လိုလေသမျှ ရအံ့သောငှာ၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။

[Verse 5]
ရှိသည်အတိုင်း ကိုယ်တော်မြတ်သည်၊ လက်ခံပြစ်လွှတ်ဆေးကြောမူမည်၊
ကတိတော် ယုံသောကြောင့်ပေတည်း၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။

[Verse 6]
ရှိသည်အတိုင်း မေတ္တာတော်ပင်၊ ဆီးတာသမျှ ပယ်ရှင်းပြီးလျှင်၊
ကိုယ်တော်ဖို့သာ ဖြစ်မည်အစဉ်၊ ချဉ်းကပ်ပါသည်၊ သိုးငယ်ဘုရား။"
186,174,"တည်ကြည်ခြင်းကျူး","N/A","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","လု၊ ၂၃း၄၂","files/hymn-186.pdf","files/hymn-186.pptx",3,"[Verse 1]
ဩငါ့ဝိညာဉ် သတိရလေ၊ သင်၏ သစ္စာမြဲမြံပါစေ၊
သေသည်တိုင်အောင် တည်အံ့သောငှာ၊ စောင်မတော်မူပါ၊ အိုဘုရား၊
စောင်မတော်မူပါ၊ အိုဘုရား။

[Verse 2]
ဤလောကတွင် ခဏနေစဉ်၊ လူဆိုး၏ လမ်းမသွားမဝင်၊
တည်ကြည်တတ်သော စိတ်ကိုသာလျှင်၊ သွင်းပေးတော်မူ အိုယေရှုရှင်၊
သွင်းပေးတော်မူ၊ အိုယေရှုရှင်။

[Verse 3]
ဤလူ့ပြည်မှ စုတေ့သောခါ၊ ခြေတော်ရင်းသို့ ပို့ဆောင်မူပါ၊
မေတ္တာတော်ကို အထံတော်တွင် ခံစားစေတော်မူပါအရှင်၊
ခံစားစေတော်မူပါ အရှင်။"
187,175,"နောင်တရကျူး","N/A","N/A","ခရစ်တော်လက်ခံခြင်း","လု၊ ၂၃း၄၂","files/hymn-187.pdf","files/hymn-187.pptx",4,"[Verse 1]
ဘုရားကျေးဇူးမြတ် ဂုဏ်တော်ကို အလွန်အကျူး စော်ကား၊
မထီမဲ့မြင် အကျွန်ုပ်သည် ပြစ်မှားပါပြီ ဘုရား။

[Verse 2]
ပြစ်မှားသော်လည်း အကျွန်ုပ်ကို မပစ်မဖယ်မရှား၊
ထံတော်မြတ်တွင် ဝင်စားခိုလှုံခွင့်ပေးတော်မူဘုရား။

[Verse 3]
သန့်ရှင်းစင်ကြည်မြဲတည်ကြည်ခြင်း အလင်းပေးပါသခင်၊
ထံတော်ကဝေးမကွာ ရအောင် သည်းခံပါဉီး အရှင်။

[Verse 4]
အလွန်သန့်ရှင်းသော ဝိညာဉ်ကို သွန်းလောင်းတော်မူသခင်၊
ကယ်တင်ခြင်းတွင်၊ ဝမ်းမြောက်စရာ နှလုံးပေးပါအရှင်။"
188,176,"ကျွန်ုပ်ယုံပြီကျူး","I do believe, I now believe","N/A","ခရစ်တော်လက်ခံခြင်း","ဆာ၊ ၈၈း၉","files/hymn-188.pdf","files/hymn-188.pptx",5,"[Verse 1]
ကျွန်ုပ်ယုံပြီ ယခုယုံပြီ ကျွန်ုပ်ကိုယ်စား ယေရှု၊
အပြစ်ခံပြီ ကြွေးများဆပ်၏၊ ကျေးဇူးရှင်ကြီး ယေရှု။

[Verse 2]
ယေရှု ယေရှု ကျေးဇူးရှင်ကြီး၊ ကယ်တော်မူသော ယေရှု၊
ကျွန်ုပ်အပြစ်လွန်များလှ၏၊ ကယ်တော်မူပါ ယေရှု။

[Verse 3]
ယေရှု ယေရှု ဘုရားသားတော် ကယ်တော်မူသော ယေရှု၊
ကျွန်ုပ် အပြစ်ခံတော်မူသော၊ ကယ်တော်မူရာ ယေရှု။

[Verse 4]
ယေရှု၊ ယေရှု သက်ပိုင်သခင်၊ ကယ်တော်မူသော ယေရှု။
သေခြင်းမှ ထ၊ ရှင်ပြန်ပြီးလျှင်၊ ကယ်တော်မူပါ အရှင်။

[Verse 5]
ယေရှု၊ ယေရှု၊ အိုရှင် ယေရှု၊ ကယ်တော်မူသော သခင်၊
ကျွန်ုပ်အပြစ် လုံးစုံ လွှတ်မူ၊ ကယ်တော်မူပါ၊ အရှင်။"
189,177,"ကျွန်တော်ပင်ကျူး","Lord I hear of showers of blessing","William B. Bradbury","ခရစ်တော်လက်ခံခြင်း","က၊ ၂ရး၃၈","files/hymn-189.pdf","files/hymn-189.pptx",6,"[Verse 1]
ကျေးဇူးရှင် ဆုလာဘ်တော်များစွာ မိုးရွာစေ၊ သတင်းကြား၏၊
သွေ့ခြောက်မြေများ စိမ်းလန်းစေရာ၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။

[Verse 2]
ဖဘုရား လွန်သွားမမူလင့်၊ ကျွန်တော် စိတ်ဆိုးညစ်လွန်း၍၊
ကိုယ်တော်ရှင် လွန်သွားသင့်သော်လည်း၊ ကျွန်တော်ကို သနားအောက်မေ့၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။

[Verse 3]
ကယ်တင်ရှင် လွန်မပွားမူလင့်၊ ကျွန်တော်မှီတွယ်ပါရစေ၊
ကျေးဇူးတော် လွန်တောင့်တနေစဉ်၊ ခေါ်တော်မူရာ ပါပါစေ၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။

[Verse 4]
ဝိညာဉ်တော် လွန်သွားမမူလင့်၊ မျက်စိကန်းကို ဖွင့်နိုင်၏၊
ယေရှုကုသိုလ် ဖော်ပြခြင်းဖြင့်၊ ကျွန်တော်၌ လင်းခြင်းသိစေ၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။

[Verse 5]
ကြာမြင့်စွာ အပြစ်၌ မွေ့လျော်၊ ကိုယ်တော်ကို ကရုမထား၊
လောကီပျော်ရာ မွေ့လျော်နေသော၊ ပြစ်ကို လွှတ် ကယ်တော်မူပါ၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။

[Verse 6]
မေတ္တာတော်သန့်စင်၊ မပြောင်းလဲ ယေရှုသွေးတော် လွန်ထိုက်လှ၊
ကျေးဇူးတော် တန်ခိုးအတိုင်းမဲ့၊ ကျွန်တော်၌ ထင်ရှားစေပါ၊
ကျွန်တော်ပင်၊ ကျွန်တော်ပင်၊ ကျွန်တော်လည်း မိုးပေါက်ထိစေ။"
190,178,"ယေရှုထံသို့လာခြင်းကျူး","I am coming to the Cross","William G. Fischer","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၆း၃၇","files/hymn-190.pdf","files/hymn-190.pptx",6,"[Verse 1]
ကားတိုင်သို့ ကျွန်ုပ်လာသည်၊ ဆင်းရဲ မျက်စိကန်း၊ နွမ်းပါး၊
ကောင်းမှုများ အလျင်းမရှိ၊ ကယ်တင်ခြင်းမှန်တွေ့နိုင်ရာ။

[Chorus]
မင်္ဂလာရှိ၊ သိုးသငယ်၊ ကိုယ်တော်ကို ကျွန်ုပ်ကိုးစား၊
ရိုသေစွာ ဉီးညွတ်မှီဝဲ ယေရှု၊ ခု ကယ်တော်မူပါ။

[Verse 2]
ကြာကြာ ကျွန်ုပ် ဆိုးအားကြီး၊ ကိုယ်တော်ကို ကျွန်ုပ်အောက်မေ့၊
ယေရှု ချိုသံကြားပါပြီ၊ သင့်အပြစ် ငါ့သွေးနှင့်ဆေး။

[Verse 3]
ကိုယ်တော်သည် အပိုင်ယူဖို့၊ မိတ်ဆွေများ အချိန်ဉစ္စာ၊
နာမ်ဝိညာဉ် ကိုယ်ခန္ဓာကို၊ အားလုံးဆက်ကပ် ပူဇော်ပါ။

[Verse 4]
ကိုယ်တော်၏ ကတိယုံကြည် သွေးတော်သွန်းအကျိုးဆက်ဆံ၊
စိတ်နှလုံးနှိမ့်ချပါပြီ၊ ယေရှုနှင့် သေခြင်းကို ခံ။

[Verse 5]
ရောဂါမျိုးလုံးစုံ ကင်းရှင်း၊ ကျွန်ုပ်ကို စုံလင်စေ၍၊
ကြွလာပြီ၊ ကျွန်ုပ် သခင်၊ ကိုယ်တော်၌ ဘုန်းရှိပါစေ။"
191,179,"ရွှင်လန်းခြင်းကျူး","O happy day, that fixed my choice","Edward F. Rimbault (1816-1876)","ခရစ်တော်လက်ခံခြင်း","ယော၊ ၆း၃၇","files/hymn-191.pdf","files/hymn-191.pptx",5,"[Verse 1]
အိုကျေးဇူးရှင်သခင်ဘုရား၊ ကိုယ်တော်ကို ခိုလှုံသောနေ့ကား၊
အလွန်သာယာသော နေ့ပေတည်း၊ အသက်ထက်ဆုံးအောက်မေ့ပါမည်။

[Chorus]
သာယာနေ့၊ သာယာနေ့၊ အပြစ်များကို ဆေးကြောသောနေ့၊
သခင်ယေရှု မဟာကျေးဇူး၊ ချီးမွမ်းကြကုန်၊ အသက်ထက်ဆုံး၊
သာယာနေ့၊ သာယာနေ့၊ အပြစ်များကို ဆေးကြောသောနေ့။

[Verse 2]
အလိုတော်ကို အစဉ်လိုက်မည်၊ ယခုစိတ်လုံးလုံးချပါပြီ၊
ဝမ်းမြောက်ဖွယ်သော သတင်းတရား အလွန်နှစ်သက် အားရတကား။

[Verse 3]
ကြီးသောအမှု ခုပြီးပါပြီ၊ လက်တော်သို့ ကိုယ်ကို အပ်ပြီးပြီ၊
ရှင်ယေရှုသည် ကျွန်ုပ်သခင် ဖြစ်မှန်းကိုမှတ် ကြပါအစဉ်။

[Verse 4]
ငါ့စိတ်နှလုံး ငြိမ်ဝပ်ပါစေ၊ မှန်သော အကျိုးကို တွေ့ရပြီ၊
ရှင်ယေရှုကို မှီဝဲခိုလှုံ၊ ရွှင်လန်းရမည် ကမ္ဘာမကုန်။"
192,180,"ယေရှုကျွန်ုပ်လာသည်ကျူး","Jesus I come","George C. Stebbins","ခရစ်တော်လက်ခံခြင်း","ဆာ၊ ၇၁း၄","files/hymn-192.pdf","files/hymn-192.pptx",4,"[Verse 1]
ချည်နှောင်ခြင်းနှင့် ဝမ်းနည်းခြင်းထဲက ကိုယ်တော်ထံသို့ ကျွန်ုပ်လာသည်၊
လွတ်လပ်ခြင်းနှင့် ဝမ်းသာြခင်းထဲသို့ ယေရှု ကျွန်ုပ်လာပြီ၊
ဤရောဂါက ကျန်းမာခြင်း မြတ်သို့၊ ဆင်းရဲခြင်းမှ၊ ဝပြောခြင်းရဖို့၊
ဒုစရိုက်များက ကိုယ်တော်ထံသို့၊ ယေရှု ကျွန်ုပ်လာပြီ။

[Verse 2]
အလွန်ရှက်ကြောက်ဖွယ် ဆုံးရှုံးခြင်းက၊ ကိုယ်တော်ထံသို့ ကျွန်ုပ်လာသည်၊
တိုင်တော်ဖြင့် ရသော အောင်မြင်ခြင်းသို့၊ ယေရှု ကျွန်ုပ်လာပြီ၊
ခံရသော ဒုက္ခဝေဒနာမှ၊ ကိုယ်တော်၏ ငြိမ်သက်ဝမ်းသာခြင်းသို့၊
ငိုကြွေးခြင်းမှ သီချင်းဆိုဖို့ရာ၊ ယေရှု ကျွန်ုပ်လာပြီ။

[Verse 3]
လောဘ၊ မာန၊ ထောင်လွှားခြင်းထဲမှ၊ ကိုယ်တော်ထံသို့ ကျွန်ုပ်လာသည်၊
အလိုတော်ကို အစဉ်လိုက်ဘို့ရာ၊ ယေရှု ကျွန်ုပ်လာပြီ၊
ကျွန်ုပ်စိတ်ပျက်ခြင်း၊ အားလျော့ခြင်းမှ၊ ကိုယ်တော်မဟာမေတ္တာတော်ထဲသို့၊
ချိုးငှက်ကဲ့သို့ ပျံတက်နေဖို့ရာ၊ ယေရှု ကျွန်ုပ်လာပြီ။

[Verse 4]
ကြောက်မက်ဖွယ်သော သင်္ချိုင်းတွင်းထဲက၊ ကိုယ်တော်ထံသို့ ကျွန်ုပ်လာသည်၊
ကောင်းကင် အလင်း သုခချမ်းသာသို့၊ ယေရှု ကျွန်ုပ်လာပြီ၊
တိုင်းမသိသော ပျက်စီးခြင်းထဲက၊ လုံခြုံစွာ ကိုယ်တော်၏ သိုးခြံမှာ၊
မျက်နှာတော်ကို ဖူးမျှော်နေဖို့ရာ၊ ယေရှု ကျွန်ုပ်လာပြီ။"
193,181,"ပျောက်သောသိုးရှာခြင်းကျူး","Was a wandering sheep","John Zundel (1815-1852)","ခရစ်တော်လက်ခံခြင်း","N/A","files/hymn-193.pdf","files/hymn-193.pptx",4,"[Verse 1]
ငါပျောက်သော သိုးဖြစ်သည်၊ သိုးခြံကိုပင် မခင်၊
သိုးထိန်းအသံမကြားနာလို၊ ချုပ်ချယ်ခြင်းမခံချင်။
ငါနားမထောင်သော သား၊ အဘအိမ်မှာ မပျော်၊
အဘသံကို မကြားနာလို၊ အဝေးသို့လည်ရန်မျှော်။

[Verse 2]
သိုးထိန်းက သိုးရှာသည်၊ အဘသားကို တွေ့ချင်၊
တောင်ပေါ် တောင်ကြားတောအုံတို့မှာ၊ ငါ့ကို လိုက်ရှာလေလျှင်၊
တွေ့လေတကား ကိုယ်ချည်း ဆာငတ်၊ မောပန်း သေလု၊
မေတ္တာကြိုးနှင့် ချည်နှောင်ဆောင်လျက် ပျောက်လွင့်သော သိုးကယ်ယူ။

[Verse 3]
ယေရှုပင် ငါ့သိုးထိန်း၊ ကိုယ်တော်ငါ့ကို ချစ်ပေ၊
ကိုယ်တော်သွေးနှင့် ငါ့ကို ဆေးကြော၊ ကိုယ်တော်ပင် ချမ်းသာပေး၊
ပျောက်လွင့်သော သိုးငါ့ကို၊ ကိုယ်တော်ပင် ရှာတွေ့လေ၊
ကိုယ်တော်ခြံသို့ ပို့ဆောင်ပြန်စေ၊ ကိုယ်တော်ကြည့်ရှုလျက်နေ။

[Verse 4]
ခုမှာ ခြံက မလည် ချုပ်ချယ်ခြင်းကို ခံသာ၊
သိုးထိန်းသံချို ငါကြားနာလို၊ သိုးခြံကို နှစ်သက်လှ၊
စော်ကားသော သားမဟုတ်၊ လည်ချင်သဘောမရှိ၊
ကောင်းကင် အဖသံတော်ကြားလို၊ အိမ်တော် တသလှ၏။"
194,182,"ကျွန်ုပ်သက်ရှင်စဉ်မှားမိခြင်းများကျူး","The mistakes of my life","Robert Lowry (1826-1899)","ခရစ်တော်လက်ခံခြင်း","ဗျာ၊ ၃း၈","files/hymn-194.pdf","files/hymn-194.pptx",5,"[Verse 1]
ငါသက်ရှင်စဉ် မှားမိခြင်းများလှပြီ၊ စိတ်နှလုံးအပြစ်များပြား၏၊
ငိုခြင်းဖြင့် ဘယ်ရာမမြင်နိုင်၊ သို့သော်ဖွင့်ထား တံခါးခေါက်မည်။

[Chorus]
အားနည်းပြစ်များကြောင့် ငါသိမြင်တိုးတက်၍သာ ဖြစ်လာသည်၊
သို့သော် ကယ်တင်ရှင်ငါ့ကို ဝင်ရန်ခေါ်လျှင်၊ ဖွင့်ထားတံခါး ငါဝင်မည်။

[Verse 2]
ကိုယ်တော်ကို ချစ်သူတွင် ငါသည် ယုတ်ဆုံး၊ ဆုတောင်းစဉ်တွင် ငါအားနည်းဆုံး
ခေါ်တော်မူခြင်းကြောင့် ငါလာပြီ၊ ကိုယ်တော်ရှင်လည်း ငြင်းမပယ်ကုန်။

[Verse 3]
ငါမှားခြင်းများ ကျေးဇူးတော် ဖုံးအုပ်ထား၊ ငါ၏ ပြစ်စွန်းဆေးတော်မူမည်၊
အားနည်းလဲတတ်သော ခြေသည်လည်း၊ တံခါးတော်တွင် လျှောက်ရလိမ့်မည်။

[Verse 4]
ငါ့သက်ရှင်စဉ်မှားမိခြင်းများ လှပြီ၊ ငါ့ဝိညာဉ်ပြစ်ကို ရွံရှာသည်၊
ငိုခြင်းဖြင့် ဘယ်အရာ မမြင်နိုင်၊ သို့သော် ကယ်တင်ရှင် ဝင်စေမည်။"
195,183,"ကရာနီကုန်းပေါ် သွန်းကျူး","I hear Thy Welcome voice","Lewis Hartsough (1828-1919)","ခရစ်တော်လက်ခံခြင်း","မ၊ ၁၁း၂၈","files/hymn-195.pdf","files/hymn-195.pptx",5,"[Verse 1]
ကရာနီကုန်းပေါ် သွန်းသော သွေးတော်ဖြင့် ဆေးကြောရန်၊
ကိုယ်တော်ရှင်မြတ်ထံသို့ ခေါ်သော သံတော် ကျွန်ုပ်ကြားရ။

[Chorus]
ကိုယ်တော်ထံလာသည်၊ ယခုပင်လာပြီ၊
သွန်းတော်မူသော သွေးတော်ဖြင့် ဆေးကြော စင်ကြယ်စေပါ။

[Verse 2]
အားနည်းယုတ်ညံ့သော်လည်း၊ ကိုယ်တော်အားတိုးစေပါ၊
ကိုယ်တော်ကျွန်ုပ်ပြစ်ဆေးကြောသည်၊ ဖြူစင်အောင်ပြုပါလေ။

[Verse 3]
ယေရှုရှင် ကိုယ်တော်သာ ပြုပြင်စောင့်မမူပေ၊
ကျေးဇူးတော်တပါးမှ တပါး ထပ်ဆင့်ပေးတော်မူလေ။

[Verse 4]
ယုံကြည် ချစ်ခင်သူကို ဝိညာဉ် သက်သေတော်ပေး၊
ကတိတော်မြတ် ပြည့်စုံစေဖို့၊ ယုံကြည်ခြင်းသာ ကုသိုလ်။"
